idx,archivo,mst_score,r,g,b,hand_scale
18687,00018687.jpg,6,198.41,137.67,134.59,0.03291047114384374
4080,00004080.jpg,5,221.94,170.04,153.29,0.03412689752661721
20208,00020208.jpg,7,138.07,100.64,105.64,0.029277521721524265
27150,00027150.jpg,7,150.76,113.07,100.82,0.028375921655629733
22423,00022423.jpg,7,116.47,91.3,93.4,0.03170121647316722
5566,00005566.jpg,4,234.6,191.05,166.6,0.02846387256754355
30630,00030630.jpg,7,139.69,99.71,110.71,0.01749948107732725
30284,00030284.jpg,7,130.32,87.43,106.05,0.026864471895115333
18662,00018662.jpg,8,98.23,67.74,60.09,0.029355566351464364
16063,00016063.jpg,6,202.35,151.61,134.94,0.027068881191878648
6312,00006312.jpg,6,169.41,134.5,121.31,0.023561626940456906
31343,00031343.jpg,9,79.28,62.69,53.35,0.025508618466762112
22251,00022251.jpg,7,148.0,99.49,115.94,0.030972613516074932
23153,00023153.jpg,5,224.0,170.59,163.13,0.029409370016824695
12843,00012843.jpg,7,140.95,93.97,105.27,0.0289573399129476
30987,00030987.jpg,6,181.67,126.74,112.32,0.025637522399071588
18939,00018939.jpg,8,116.83,84.85,86.5,0.019874152388100814
32426,00032426.jpg,6,178.36,137.55,124.79,0.02454047215553003
20858,00020858.jpg,7,133.26,94.19,81.59,0.03312887870945517
18549,00018549.jpg,6,170.42,122.36,139.48,0.024972672389875224
20722,00020722.jpg,8,101.92,71.03,67.24,0.030495236827553465
28387,00028387.jpg,7,151.61,94.48,141.13,0.03014410300092539
9990,00009990.jpg,6,177.32,140.21,134.66,0.029275498117560465
26690,00026690.jpg,7,164.2,109.1,95.59,0.02873650693861446
26721,00026721.jpg,6,172.2,129.1,120.91,0.02937024370467747
6684,00006684.jpg,7,121.94,79.71,110.23,0.030688725719835382
5371,00005371.jpg,5,201.03,155.12,152.88,0.029500769467283056
19356,00019356.jpg,6,194.81,145.84,135.12,0.030476362219617022
4213,00004213.jpg,1,254.22,253.69,254.45,0.031700959605231664
10086,00010086.jpg,8,92.88,59.83,51.8,0.025400032995788944
15597,00015597.jpg,6,163.8,121.52,126.94,0.021247468533997504
26391,00026391.jpg,7,152.91,115.94,103.42,0.03320260351970561
3896,00003896.jpg,5,226.34,151.48,168.95,0.027962930775914312
23799,00023799.jpg,7,116.63,91.93,87.84,0.03111455856081069
22683,00022683.jpg,8,101.0,75.19,62.25,0.030168250357983244
1732,00001732.jpg,7,124.08,89.57,91.13,0.02387515394821731
9202,00009202.jpg,7,119.06,102.64,82.08,0.02423075026300793
7788,00007788.jpg,6,188.1,112.91,108.66,0.03115793920259277
15135,00015135.jpg,5,199.66,152.5,150.41,0.02915253113468733
24589,00024589.jpg,6,165.66,122.72,119.03,0.02990393128035547
13922,00013922.jpg,5,223.09,160.43,162.16,0.03454944163565611
15394,00015394.jpg,7,130.1,91.41,93.64,0.02376992835841015
26770,00026770.jpg,5,204.08,150.17,164.11,0.033522744124769084
1186,00001186.jpg,9,72.75,60.39,43.31,0.02940845550358376
32180,00032180.jpg,4,240.99,167.13,173.71,0.027603284807503105
23466,00023466.jpg,7,134.82,114.0,101.27,0.02896111265705094
29591,00029591.jpg,5,225.19,168.19,161.2,0.02912908347232107
13131,00013131.jpg,6,180.4,138.1,125.15,0.028898831725641862
13148,00013148.jpg,5,215.51,155.74,169.87,0.03435247542543382
4204,00004204.jpg,6,177.01,130.66,115.41,0.028615561254242323
13265,00013265.jpg,8,125.24,77.29,62.12,0.025571719431350254
26984,00026984.jpg,7,160.82,110.86,110.02,0.03284125127610741
22103,00022103.jpg,7,135.15,103.17,107.24,0.029452940738059413
708,00000708.jpg,6,173.05,131.5,125.79,0.028917975415952677
1388,00001388.jpg,5,201.44,153.7,140.3,0.026428058175238953
516,00000516.jpg,5,223.4,163.23,156.36,0.0260836344172586
16397,00016397.jpg,8,90.22,57.49,59.1,0.027676654724721098
26330,00026330.jpg,5,226.92,158.01,163.15,0.02928536348843519
12338,00012338.jpg,6,195.31,145.14,117.8,0.03413049880892729
24560,00024560.jpg,7,145.73,104.44,96.05,0.02744310047706628
27505,00027505.jpg,6,196.25,146.91,131.57,0.03366326589604509
9235,00009235.jpg,7,138.72,90.54,103.4,0.031928471437243686
22228,00022228.jpg,7,135.94,82.86,122.93,0.0310154256518819
30908,00030908.jpg,6,195.38,134.91,146.04,0.030531721585745193
3379,00003379.jpg,7,143.52,105.33,106.66,0.02899278346997344
747,00000747.jpg,6,165.48,130.0,110.33,0.03403848454658945
23591,00023591.jpg,8,116.65,90.31,76.15,0.03344693028788099
16041,00016041.jpg,7,158.4,117.71,112.14,0.028275186306240888
3140,00003140.jpg,5,207.6,166.31,159.53,0.026605346871009863
1494,00001494.jpg,4,229.1,161.01,211.41,0.03485720397439373
3699,00003699.jpg,7,155.98,115.04,111.83,0.02488951032435299
16791,00016791.jpg,8,114.2,77.69,88.11,0.028376533729843174
27330,00027330.jpg,9,78.96,59.01,46.99,0.032469217236119355
21043,00021043.jpg,9,67.66,53.53,46.24,0.03264814898777114
32432,00032432.jpg,4,242.68,184.27,179.74,0.02942406717084752
14111,00014111.jpg,6,199.17,147.83,134.71,0.026879829360815177
9024,00009024.jpg,7,155.93,113.71,109.32,0.030663173807567848
1088,00001088.jpg,9,78.55,63.54,51.07,0.024848110096830914
13193,00013193.jpg,9,55.96,47.06,32.72,0.024072127448678877
28007,00028007.jpg,7,131.8,102.95,85.53,0.029364997635779506
9006,00009006.jpg,7,144.84,90.61,103.03,0.028577494468527354
17732,00017732.jpg,5,215.01,137.42,150.78,0.025132626261125
29507,00029507.jpg,8,101.19,76.02,70.82,0.030389630362346137
27086,00027086.jpg,6,160.92,119.05,123.47,0.029346444370340927
14298,00014298.jpg,5,206.87,156.35,135.45,0.019318746661404044
9664,00009664.jpg,7,145.24,108.01,101.51,0.02787259203591334
19030,00019030.jpg,6,173.27,131.74,111.49,0.026958980370793466
2219,00002219.jpg,8,104.05,88.23,69.02,0.02781618891177026
28013,00028013.jpg,5,215.01,171.13,166.21,0.027446130402462826
13048,00013048.jpg,6,193.46,141.74,140.39,0.030961986723662283
30545,00030545.jpg,9,34.91,44.56,107.06,0.031577473747536146
18440,00018440.jpg,6,199.35,147.14,141.8,0.026535929303181143
11636,00011636.jpg,8,92.46,65.49,102.28,0.025765015122687848
27776,00027776.jpg,7,125.2,94.22,91.49,0.03388615175195713
5915,00005915.jpg,7,119.89,82.6,107.98,0.02157662174289639
31619,00031619.jpg,5,219.38,158.88,148.22,0.027403888909672523
30200,00030200.jpg,7,148.22,103.22,119.54,0.03323650097275045
31781,00031781.jpg,9,56.32,42.91,37.81,0.02359679735791219
24867,00024867.jpg,7,142.22,111.84,100.92,0.027612840619574076
24823,00024823.jpg,7,144.33,105.13,84.91,0.028809791794168614
23356,00023356.jpg,8,108.49,85.34,66.29,0.032519254587793485
29416,00029416.jpg,6,168.91,115.93,137.37,0.03358787814020929
3503,00003503.jpg,7,141.05,109.22,108.0,0.026672399265683558
7595,00007595.jpg,8,87.71,64.53,59.53,0.029151017417456078
4785,00004785.jpg,5,201.82,153.93,145.83,0.02974007711802138
12363,00012363.jpg,6,170.6,126.74,148.42,0.021572701283442887
20604,00020604.jpg,8,113.91,79.43,80.1,0.027401240792407945
19333,00019333.jpg,6,183.88,141.14,128.35,0.030467959973784618
12671,00012671.jpg,6,158.03,148.55,172.39,0.026853831671299514
29294,00029294.jpg,7,147.62,114.89,110.07,0.030735452272890672
5131,00005131.jpg,7,139.47,103.91,103.28,0.029651336799788194
1829,00001829.jpg,8,100.03,72.87,65.94,0.024450228531551446
27514,00027514.jpg,7,154.71,108.88,122.16,0.029853785688984558
26207,00026207.jpg,6,186.41,117.57,153.82,0.03298960093751097
2866,00002866.jpg,7,150.41,116.75,106.94,0.027351711672615815
31552,00031552.jpg,5,205.72,149.99,157.58,0.030669247355605073
3361,00003361.jpg,8,85.93,65.5,56.96,0.032333423732038666
746,00000746.jpg,7,123.26,96.49,105.69,0.020457208918500242
30449,00030449.jpg,4,250.43,193.58,181.71,0.032833160071011364
3558,00003558.jpg,7,157.35,120.8,110.05,0.020127384049231412
447,00000447.jpg,7,134.69,92.23,112.97,0.029664979889260843
12852,00012852.jpg,8,97.37,66.17,60.37,0.032274096792693684
19390,00019390.jpg,8,115.4,93.48,69.85,0.02828583572576405
11364,00011364.jpg,6,162.07,133.55,137.41,0.026019817600142676
9962,00009962.jpg,7,133.58,96.56,83.46,0.03297701361825324
16832,00016832.jpg,6,173.98,131.24,121.13,0.03043332377157825
1710,00001710.jpg,5,218.92,163.36,157.0,0.027166031839914784
13430,00013430.jpg,6,190.22,136.55,125.87,0.02857175930960473
16585,00016585.jpg,5,201.61,153.74,143.18,0.031932110479798284
8451,00008451.jpg,6,205.93,123.71,134.26,0.019523301907406764
20621,00020621.jpg,8,104.3,77.85,61.81,0.032111666432630005
1508,00001508.jpg,9,72.79,73.62,62.41,0.02914995305641985
1937,00001937.jpg,7,148.98,125.85,114.02,0.02568697183560545
7073,00007073.jpg,7,154.16,113.19,107.12,0.033310356601712
8808,00008808.jpg,5,225.58,141.0,131.79,0.028769948890873833
4534,00004534.jpg,7,112.76,90.36,95.45,0.03004983768955382
16476,00016476.jpg,5,217.67,146.92,132.85,0.03255716921859677
16447,00016447.jpg,8,110.11,73.98,83.27,0.02902492903711555
19352,00019352.jpg,8,124.42,77.87,64.27,0.0264879971747773
23175,00023175.jpg,6,204.54,148.02,140.54,0.02972770353931977
30928,00030928.jpg,4,240.0,178.37,168.07,0.028451701619531637
18248,00018248.jpg,6,164.15,123.55,112.21,0.033834214593043345
9266,00009266.jpg,6,187.98,129.06,107.25,0.03268831072587993
8718,00008718.jpg,7,127.37,95.29,86.93,0.030232928299755567
31589,00031589.jpg,7,167.72,116.57,111.69,0.03340325991857455
9091,00009091.jpg,7,131.24,110.15,94.52,0.03041364800524327
22583,00022583.jpg,6,222.03,161.64,77.52,0.02587731498144399
6264,00006264.jpg,6,171.35,120.9,108.19,0.03089668597374931
3116,00003116.jpg,7,161.16,112.5,100.62,0.02946575333274219
20994,00020994.jpg,7,123.36,91.69,93.89,0.03294327494792357
17169,00017169.jpg,8,101.92,81.43,70.87,0.028905062209047313
2280,00002280.jpg,6,175.98,133.51,121.96,0.019400118327454627
13128,00013128.jpg,8,101.57,92.24,91.37,0.029271099494272045
22579,00022579.jpg,5,216.51,175.99,159.35,0.021965308326247893
11390,00011390.jpg,8,108.59,81.24,89.1,0.028421349087544664
23254,00023254.jpg,5,233.21,172.0,157.92,0.030913964222777465
939,00000939.jpg,8,113.91,86.52,77.13,0.026509663570884627
11365,00011365.jpg,7,129.88,98.13,67.71,0.033541891653812626
5548,00005548.jpg,5,225.01,165.04,170.31,0.02272185625843849
27409,00027409.jpg,8,83.35,62.57,57.24,0.023558511641585237
21198,00021198.jpg,7,144.6,112.51,85.53,0.031489434450672545
8946,00008946.jpg,7,140.85,110.87,118.78,0.03527420117843082
21201,00021201.jpg,7,144.49,103.17,94.17,0.03419003077264312
30567,00030567.jpg,5,214.45,165.84,166.56,0.024653217449227764
10862,00010862.jpg,7,145.01,113.31,98.77,0.02714772480295925
3933,00003933.jpg,6,187.81,128.1,166.85,0.03468209249878404
7580,00007580.jpg,7,147.64,103.72,117.92,0.027768813884779232
13999,00013999.jpg,6,168.51,132.76,115.67,0.030217337354772934
6982,00006982.jpg,6,157.77,110.48,142.5,0.028795616236682572
10735,00010735.jpg,4,241.12,175.71,169.35,0.028069634324748793
13383,00013383.jpg,8,92.5,73.82,60.43,0.030264897366438465
30137,00030137.jpg,7,140.59,97.83,114.43,0.03170524497741975
20749,00020749.jpg,8,108.7,94.36,77.54,0.032795826452446275
4986,00004986.jpg,6,197.03,147.47,139.25,0.022220705199941584
21411,00021411.jpg,5,238.97,174.91,157.28,0.0259499473849168
12053,00012053.jpg,5,224.11,161.17,150.31,0.030944192826515202
12710,00012710.jpg,7,155.24,116.69,107.29,0.033797245385794136
7691,00007691.jpg,7,132.69,114.51,102.38,0.02510076918752802
20876,00020876.jpg,6,170.9,130.84,116.14,0.02944491171192771
28037,00028037.jpg,8,105.15,80.84,73.97,0.02633725793825853
9862,00009862.jpg,4,240.43,180.23,179.69,0.03155574104299995
651,00000651.jpg,7,118.82,93.4,78.11,0.02486959577067302
31914,00031914.jpg,4,248.74,195.84,205.8,0.029495413188105897
20594,00020594.jpg,7,139.21,98.67,81.79,0.024122210981078474
2943,00002943.jpg,5,187.5,164.92,162.71,0.027194383231962403
21077,00021077.jpg,7,158.08,127.9,102.29,0.02798120271160321
18621,00018621.jpg,5,202.78,150.91,169.75,0.02699158845913407
24570,00024570.jpg,6,168.79,121.69,151.53,0.030281332981435562
24135,00024135.jpg,8,101.3,65.44,79.53,0.018968533796803935
27159,00027159.jpg,8,96.52,67.65,70.71,0.027967482140069142
7807,00007807.jpg,6,190.33,145.91,137.55,0.02805980675307672
13648,00013648.jpg,6,176.0,120.34,149.16,0.024444043764151713
32085,00032085.jpg,5,219.72,156.85,136.93,0.024857051219728907
2965,00002965.jpg,6,188.74,141.7,136.88,0.028196225847674082
24695,00024695.jpg,6,187.78,132.35,124.07,0.016879813197311244
23988,00023988.jpg,6,165.81,119.47,126.45,0.01893319737298809
31546,00031546.jpg,8,112.5,78.73,80.66,0.03178647608795885
11262,00011262.jpg,6,160.69,120.66,115.6,0.02292986149917692
6247,00006247.jpg,8,92.71,70.66,65.03,0.030198495318527228
10044,00010044.jpg,7,158.69,116.78,104.58,0.03533801992289478
8507,00008507.jpg,7,146.77,117.26,94.46,0.032461737422030235
10198,00010198.jpg,7,149.16,109.85,98.58,0.02861623712389691
21061,00021061.jpg,5,226.2,165.08,175.47,0.028056613519915875
22988,00022988.jpg,7,126.05,100.16,100.16,0.03525094700313191
19448,00019448.jpg,6,169.75,114.18,143.75,0.03407187344053374
9273,00009273.jpg,5,214.26,151.88,137.38,0.02689524351705565
19738,00019738.jpg,8,97.11,77.48,74.93,0.02254203615411134
2998,00002998.jpg,4,237.91,179.38,206.79,0.02846617195589072
23056,00023056.jpg,5,222.5,169.02,173.84,0.032884344818497425
15896,00015896.jpg,5,225.25,160.03,162.13,0.03027639050611751
9544,00009544.jpg,7,134.91,94.34,94.72,0.025555119554155178
30846,00030846.jpg,8,104.44,75.18,73.06,0.033962959605380205
24522,00024522.jpg,8,93.68,70.45,65.54,0.02416269756815327
890,00000890.jpg,7,120.8,82.56,93.74,0.01889068265948831
29453,00029453.jpg,6,184.09,137.14,124.14,0.019516084839683097
22672,00022672.jpg,7,148.54,104.02,118.33,0.029895456686179083
10814,00010814.jpg,7,151.91,112.01,98.01,0.03060734920101121
3930,00003930.jpg,7,118.98,88.88,86.65,0.03283305468541524
26324,00026324.jpg,6,207.68,144.3,142.71,0.02632692167893859
2745,00002745.jpg,8,118.32,89.52,79.37,0.031268442700598156
4353,00004353.jpg,6,205.7,153.38,134.89,0.023501796529293358
20431,00020431.jpg,6,167.37,124.22,113.59,0.03192573621780629
28256,00028256.jpg,5,210.13,157.66,140.77,0.01852320494754307
22446,00022446.jpg,7,124.02,89.11,88.0,0.02453792699836863
15772,00015772.jpg,6,166.6,125.03,140.47,0.030997379132212732
12571,00012571.jpg,6,163.69,114.58,136.57,0.03035540626415536
28475,00028475.jpg,7,151.18,116.28,104.64,0.03431559669028993
5299,00005299.jpg,7,132.42,91.96,107.61,0.029889430951417596
21166,00021166.jpg,6,161.82,130.8,124.49,0.027348001640458555
14523,00014523.jpg,7,136.09,91.5,109.35,0.027410550365066087
440,00000440.jpg,9,73.96,58.04,48.76,0.030281453128543797
14698,00014698.jpg,4,241.13,187.82,176.52,0.03410846033698964
1782,00001782.jpg,4,238.04,172.16,200.54,0.030747705126514643
28192,00028192.jpg,5,225.35,173.47,170.55,0.026900376483550432
25505,00025505.jpg,6,164.63,136.54,152.69,0.03397872363648381
26057,00026057.jpg,6,167.08,138.63,132.1,0.028865017048189674
12462,00012462.jpg,7,146.22,98.93,111.11,0.03389017578083522
16385,00016385.jpg,9,70.73,56.65,24.75,0.029426788540261154
7828,00007828.jpg,9,56.93,38.4,44.41,0.02095241381887536
26269,00026269.jpg,6,171.8,127.94,137.38,0.02363357288397343
24945,00024945.jpg,6,186.49,152.5,148.43,0.033550054425940445
24737,00024737.jpg,4,237.95,178.17,168.61,0.03369553714391445
457,00000457.jpg,5,210.59,142.51,150.02,0.02665416610355321
28661,00028661.jpg,7,145.48,106.39,118.29,0.03616388325796718
20311,00020311.jpg,6,165.74,122.52,107.91,0.028374822672137513
31841,00031841.jpg,5,229.51,146.66,150.24,0.025597070694295326
19641,00019641.jpg,7,127.7,94.27,95.69,0.028344504927011557
7257,00007257.jpg,5,226.53,167.81,172.46,0.0238413229250942
11947,00011947.jpg,6,183.67,146.12,132.08,0.026648247567111635
14281,00014281.jpg,5,221.9,166.34,146.5,0.03364655599526553
24622,00024622.jpg,6,163.97,126.61,115.74,0.03007516485774498
20019,00020019.jpg,6,178.98,137.18,130.39,0.024219319984145
4549,00004549.jpg,8,106.74,72.35,74.24,0.027357778308687096
8600,00008600.jpg,7,133.46,95.54,93.61,0.02865492331874779
32276,00032276.jpg,8,106.0,67.49,89.78,0.02609783011451248
20415,00020415.jpg,8,103.43,75.65,75.2,0.0301423888660619
15865,00015865.jpg,7,140.69,96.04,111.88,0.03392589639600052
7928,00007928.jpg,7,99.81,111.83,100.41,0.030197433498067198
11361,00011361.jpg,5,214.64,142.1,154.37,0.020042922906140914
26135,00026135.jpg,6,170.05,122.3,133.8,0.02777252542904767
7992,00007992.jpg,8,121.17,88.13,73.56,0.029007231895572774
19834,00019834.jpg,7,127.46,91.03,87.6,0.026699422287779054
13390,00013390.jpg,8,83.02,66.96,56.2,0.032594777289124834
14125,00014125.jpg,8,97.63,72.82,66.38,0.023916410581269327
180,00000180.jpg,5,225.01,167.01,174.03,0.025594272178953697
25278,00025278.jpg,9,59.97,54.23,49.43,0.02296326625500705
19612,00019612.jpg,2,246.83,177.62,228.06,0.02357413863127375
9307,00009307.jpg,6,175.5,115.46,151.42,0.02977828814609658
14872,00014872.jpg,7,159.39,117.98,93.44,0.021526290346540834
12186,00012186.jpg,8,118.0,86.61,75.9,0.02680759031880701
29456,00029456.jpg,7,126.58,90.55,111.56,0.031851230178534584
13196,00013196.jpg,7,120.31,95.05,97.05,0.017944390903861216
17175,00017175.jpg,6,167.72,125.42,150.65,0.02438449226705078
25277,00025277.jpg,7,159.97,117.65,109.67,0.029615570129222404
28723,00028723.jpg,6,162.89,120.93,113.85,0.033815650124373674
11543,00011543.jpg,6,197.95,149.15,143.81,0.025130842623403735
3989,00003989.jpg,8,98.16,85.76,65.92,0.023070137612590164
26920,00026920.jpg,7,121.97,74.59,101.16,0.02045742285975931
18636,00018636.jpg,7,144.23,105.71,116.01,0.023709463253016906
11370,00011370.jpg,6,178.87,142.39,155.05,0.026878411148006612
116,00000116.jpg,6,168.04,117.95,125.79,0.0294887706408687
21617,00021617.jpg,8,101.39,79.82,83.47,0.018583997697512795
24196,00024196.jpg,7,153.24,106.71,97.47,0.028399030971364685
30315,00030315.jpg,7,116.28,99.65,80.42,0.022986478170544028
6122,00006122.jpg,7,148.96,106.77,128.95,0.02711334920458846
79,00000079.jpg,6,168.93,113.89,138.03,0.029477817374306884
5427,00005427.jpg,5,217.88,161.06,166.58,0.032061974203071025
20788,00020788.jpg,6,170.04,125.13,117.33,0.029140064829031625
25712,00025712.jpg,9,69.9,50.91,45.45,0.024732344629226775
9137,00009137.jpg,7,125.87,91.52,98.05,0.029735597739547672
11100,00011100.jpg,5,213.41,161.61,174.84,0.0320356910824086
26243,00026243.jpg,8,99.45,74.47,65.55,0.024237555682926612
4249,00004249.jpg,5,209.71,146.56,169.08,0.033579487164934925
30766,00030766.jpg,6,164.74,124.91,129.82,0.02761232235663725
29423,00029423.jpg,5,214.4,147.83,159.35,0.020741487911941272
5732,00005732.jpg,4,234.33,183.02,173.34,0.028516977611775726
25170,00025170.jpg,6,193.1,142.34,139.12,0.03325590558659327
21887,00021887.jpg,8,106.05,82.51,74.51,0.01897715601424301
4039,00004039.jpg,6,199.11,124.29,163.7,0.033390890046339446
22198,00022198.jpg,7,119.08,90.93,97.65,0.03295085081424226
29056,00029056.jpg,7,145.75,110.35,94.25,0.0297884159122318
20937,00020937.jpg,7,170.06,119.35,104.91,0.030521518671048832
15529,00015529.jpg,6,166.42,120.45,126.7,0.03425103533132915
28659,00028659.jpg,7,132.42,99.0,90.29,0.0334424939370462
31667,00031667.jpg,7,148.1,114.24,103.46,0.029887128833850314
27436,00027436.jpg,4,237.72,185.31,179.36,0.028595558899827806
26871,00026871.jpg,8,111.58,83.71,65.77,0.0296524756097709
6613,00006613.jpg,8,117.81,88.15,76.7,0.033146654899110346
28895,00028895.jpg,9,70.36,49.44,41.06,0.02738543636823045
15672,00015672.jpg,8,98.09,74.73,65.13,0.034420328566333896
8044,00008044.jpg,8,115.89,88.27,78.49,0.01952661706026278
13178,00013178.jpg,6,194.02,135.06,121.33,0.027491955298770965
13958,00013958.jpg,8,103.61,90.02,77.32,0.02562888254801822
12407,00012407.jpg,6,165.42,107.73,137.11,0.03238888840428356
20451,00020451.jpg,8,112.01,99.78,69.71,0.016431525490049205
12978,00012978.jpg,8,91.73,86.81,60.01,0.029932729332820786
9415,00009415.jpg,7,136.45,96.93,103.7,0.03406927158789296
1943,00001943.jpg,5,224.53,168.72,160.76,0.03037302521357166
29625,00029625.jpg,7,122.61,97.66,86.92,0.022361534285081683
3177,00003177.jpg,5,220.84,159.02,151.66,0.026763113022574864
15276,00015276.jpg,6,186.85,131.6,123.23,0.027707920548317246
3838,00003838.jpg,7,138.81,97.92,117.17,0.028054099554538494
20830,00020830.jpg,5,217.21,167.11,162.0,0.022483245856561133
23666,00023666.jpg,6,175.39,130.08,107.89,0.027454696652386885
21090,00021090.jpg,8,95.88,73.75,68.08,0.01598520212217982
27903,00027903.jpg,2,245.84,183.98,232.2,0.029263133430599726
30663,00030663.jpg,7,147.15,100.73,110.1,0.02865871524461144
3864,00003864.jpg,6,203.48,144.82,140.03,0.02979216505117505
29117,00029117.jpg,8,96.41,67.7,76.16,0.030036080365346197
19412,00019412.jpg,7,143.02,107.8,92.08,0.026406943349977802
26696,00026696.jpg,6,182.6,128.16,145.88,0.03372613463075963
30624,00030624.jpg,6,194.4,140.02,124.47,0.0331080440212078
16997,00016997.jpg,8,83.85,65.66,59.15,0.02591617345499953
6679,00006679.jpg,7,137.87,106.92,105.15,0.025970891489690118
5587,00005587.jpg,8,91.06,58.79,58.89,0.027051305451061047
5346,00005346.jpg,7,153.13,118.66,113.32,0.01802939390143563
5962,00005962.jpg,7,146.01,98.82,116.33,0.033413973730340246
14716,00014716.jpg,9,71.08,60.17,49.63,0.023793548460458665
6316,00006316.jpg,5,211.24,151.77,155.76,0.020341018805673076
25443,00025443.jpg,7,144.76,106.98,96.42,0.027094091074275153
6760,00006760.jpg,7,159.43,114.79,121.25,0.01893664618549885
28970,00028970.jpg,7,133.65,94.73,88.1,0.028695149951268074
2091,00002091.jpg,6,209.83,132.77,134.62,0.023976806222686258
2368,00002368.jpg,5,206.42,167.75,149.92,0.02554736392463435
777,00000777.jpg,8,100.39,76.38,69.79,0.02584979689201559
10858,00010858.jpg,7,162.82,119.47,99.62,0.03110214415265973
19249,00019249.jpg,4,252.45,189.18,188.69,0.024476941859000817
110,00000110.jpg,6,170.63,118.43,129.3,0.03468528701105437
26944,00026944.jpg,7,122.51,84.7,83.38,0.030459280000079664
4974,00004974.jpg,9,71.05,51.28,37.53,0.029370737324664112
10331,00010331.jpg,5,209.81,152.85,155.41,0.024866189991262312
6455,00006455.jpg,8,83.62,68.61,66.2,0.029221544233745293
5030,00005030.jpg,6,147.49,132.58,125.7,0.0289656249068226
1346,00001346.jpg,8,99.93,88.3,98.46,0.02951264142932917
20062,00020062.jpg,7,143.62,100.67,97.27,0.024920330315991196
6941,00006941.jpg,7,125.22,112.51,77.84,0.03279398852000609
3587,00003587.jpg,8,99.89,88.94,63.89,0.03040960433022829
13954,00013954.jpg,7,158.54,122.72,108.26,0.034696114522206466
2690,00002690.jpg,5,209.65,132.08,173.42,0.032867507294573994
7403,00007403.jpg,8,92.78,74.78,46.14,0.02891307364951514
10162,00010162.jpg,8,76.41,68.1,65.55,0.02608672825027147
21160,00021160.jpg,8,94.95,74.47,69.74,0.029655610127314214
23259,00023259.jpg,8,90.52,67.96,60.05,0.026920310637539056
8,00000008.jpg,6,184.74,124.82,132.72,0.024021977940648854
9429,00009429.jpg,6,169.48,121.91,120.19,0.027447256565899563
17541,00017541.jpg,8,98.24,71.15,66.58,0.026772221119378086
23598,00023598.jpg,6,194.54,147.99,130.76,0.028756093647362084
2679,00002679.jpg,5,211.36,155.55,153.25,0.03232347832018631
22363,00022363.jpg,5,236.69,159.98,151.07,0.03484369357582507
7860,00007860.jpg,8,84.73,65.44,50.09,0.03034085766686084
9606,00009606.jpg,6,182.99,136.75,128.91,0.030322479457669565
15504,00015504.jpg,8,110.58,93.29,82.3,0.030011565894216448
1500,00001500.jpg,6,178.53,133.82,116.31,0.02980411442641589
32036,00032036.jpg,8,97.36,72.46,67.5,0.024063605388731642
11353,00011353.jpg,6,161.97,102.01,150.73,0.030956350768702408
19358,00019358.jpg,4,244.81,193.78,189.52,0.033694444771298786
30661,00030661.jpg,7,154.93,101.02,139.33,0.02353060955860915
5310,00005310.jpg,7,146.0,108.74,105.4,0.02978477543482466
9749,00009749.jpg,8,113.57,77.67,87.35,0.024830453706887707
7782,00007782.jpg,7,135.78,92.65,108.29,0.033495712246705146
10496,00010496.jpg,6,180.9,134.52,119.32,0.02914463469545992
23008,00023008.jpg,6,188.88,148.51,154.55,0.027933893426978926
22276,00022276.jpg,9,68.39,55.36,45.99,0.02715926937147437
12211,00012211.jpg,5,191.19,178.27,164.74,0.0286279918080201
29871,00029871.jpg,7,153.16,107.33,103.85,0.02635288094261076
29241,00029241.jpg,8,109.28,78.22,67.94,0.028661660122173877
878,00000878.jpg,6,164.49,123.63,108.85,0.025114064138615683
2629,00002629.jpg,7,133.43,83.66,131.18,0.032373661897083975
49,00000049.jpg,7,158.49,115.73,106.14,0.032881083856654905
29628,00029628.jpg,9,66.69,53.53,43.23,0.029087935955254784
23910,00023910.jpg,6,200.07,148.81,131.22,0.028179041705591157
19672,00019672.jpg,8,106.03,81.32,79.02,0.029798382492709524
17972,00017972.jpg,6,187.1,138.3,115.28,0.025715866638405818
8743,00008743.jpg,7,124.79,102.36,73.88,0.028365842519024978
14721,00014721.jpg,8,88.65,72.81,66.34,0.021226644862482963
16998,00016998.jpg,7,150.42,108.41,97.01,0.02494809436292111
21560,00021560.jpg,6,187.26,133.38,165.55,0.02831880712694132
17194,00017194.jpg,8,101.76,82.1,73.53,0.027801406506524726
11142,00011142.jpg,8,104.75,75.94,65.12,0.02631374872681099
4025,00004025.jpg,8,89.97,67.68,68.6,0.03489971623560544
27151,00027151.jpg,7,148.8,113.45,120.33,0.02839752532718023
11255,00011255.jpg,6,163.89,122.77,113.03,0.029035589583154577
10906,00010906.jpg,6,182.04,121.98,110.16,0.03395651756406484
2842,00002842.jpg,7,156.04,110.02,105.23,0.02686813658914594
7787,00007787.jpg,4,231.15,180.81,173.74,0.02977391219781506
29899,00029899.jpg,9,73.72,63.5,64.61,0.03149638679994133
463,00000463.jpg,7,127.03,85.39,102.05,0.02297705797495861
31197,00031197.jpg,6,185.59,136.65,116.96,0.025219121677249472
1117,00001117.jpg,7,148.92,115.88,96.54,0.028648311741393765
1325,00001325.jpg,5,206.16,156.6,150.93,0.02887770045235424
25525,00025525.jpg,8,118.08,84.38,78.49,0.025694249034684015
